,movieId,rating
0,1,3.893707794587238
1,2,3.2515271586594023
2,3,3.142028126058963
3,4,2.85354736424891
4,5,3.0584343520573674
5,6,3.854908898649748
6,7,3.3636663369601054
7,8,3.1145833333333335
8,9,2.992050660199407
9,10,3.42145763311516
10,11,3.6571705198920315
11,12,2.6245656241646618
12,13,3.333527696793003
13,14,3.4234888364494465
14,15,2.7190217391304348
15,16,3.8237068028689416
16,17,3.948806325713417
17,18,3.3843505768515074
18,19,2.6421677802524126
19,20,2.869921875
20,21,3.5701620505454055
21,22,3.3200173216412256
22,23,3.145691333982473
23,24,3.18758389261745
24,25,3.677304434479322
25,26,3.606708513142409
26,27,3.4039315155358274
27,28,4.03
28,29,3.936724864539434
29,30,3.6367924528301887
30,31,3.244838567977158
31,32,3.9057678412037236
32,33,3.023076923076923
33,34,3.6031917599186163
34,35,3.4792899408284024
35,36,3.91868681658758
36,37,2.993333333333333
37,38,2.870839936608558
38,39,3.4187380861608845
39,40,3.6267252195734003
40,41,3.843413033286451
41,42,3.0495652173913044
42,43,3.4499566724436743
43,44,2.6546241414996707
44,45,3.382907947260191
45,46,3.2634129456559364
46,47,4.0791663372598626
47,48,2.9777505385929723
48,49,3.5197368421052633
49,50,4.284353213163313
50,51,2.607142857142857
51,52,3.532892426548051
52,53,3.6496350364963503
53,54,2.8411316648531013
54,55,3.220329024676851
55,56,1.9153846153846155
56,57,3.320438282647585
57,58,3.9679004101879234
58,59,3.56353591160221
59,60,3.0958892617449663
60,61,3.3160919540229883
61,62,3.715354676022366
62,63,3.083904109589041
63,64,2.81395966029724
64,65,2.37025520051469
65,66,2.1376975169300225
66,67,3.2975460122699385
67,68,3.4301601423487544
68,69,3.5583216456287987
69,70,3.326568919110356
70,71,2.34567387687188
71,72,3.4868532654792195
72,73,3.796035568729159
73,74,3.2880989180834623
74,75,2.429657794676806
75,76,3.010046367851623
76,77,3.4028436018957344
77,78,3.152790079716563
78,79,3.1199367713890536
79,80,3.7495145631067963
80,81,3.2527435982707016
81,82,3.9923513986013988
82,83,3.644320297951583
83,84,3.358156028368794
84,85,3.526833265055305
85,86,3.4766641162968632
86,87,2.349680170575693
87,88,3.107188160676533
88,89,3.1294022617124395
89,90,3.3333333333333335
90,92,2.8500473036896876
91,93,2.4919938016528924
92,94,3.5279255319148937
93,95,3.077245421955237
94,96,3.7004504504504503
95,97,3.9862332695984706
96,98,2.5963855421686746
97,99,3.1010479041916166
98,100,3.2212201591511938
99,101,3.7673501577287065
100,102,2.4106463878326996
101,103,3.2552581261950286
102,104,3.3943981240229286
103,105,3.3332222962469467
104,106,3.436
105,107,3.2168744804655027
106,108,3.0739130434782607
107,109,2.0625
108,110,4.002272573668559
109,111,4.083479216009336
110,112,3.40623288921336
111,113,3.101010101010101
112,114,3.5891304347826085
113,115,3.5348837209302326
114,116,3.9114285714285715
115,117,3.574430823117338
116,118,2.9854368932038833
117,119,2.733739837398374
118,120,2.841549295774648
119,121,3.74869109947644
120,122,2.8593924191750277
121,123,3.9913693901035674
122,124,3.4966442953020134
123,125,3.744196843082637
124,126,2.318660647103085
125,127,3.1097560975609757
